category,word1,word2,word3,word4
: capital-país-2,Funafuti,Tuvalu,Àpia,Samoa
: capital-país-2,Funafuti,Tuvalu,Asmara,Eritrea
: capital-país-2,Funafuti,Tuvalu,Astanà,Kazakhstan
: capital-país-2,Funafuti,Tuvalu,Banjul,Gàmbia
: capital-país-2,Funafuti,Tuvalu,Bujumbura,Burundi
: capital-país-2,Funafuti,Tuvalu,Dushanbe,Tadjikistan
: capital-país-2,Funafuti,Tuvalu,Gaborone,Botswana
: capital-país-2,Funafuti,Tuvalu,Harare,Zimbàbue
: capital-país-2,Funafuti,Tuvalu,Kíiv,Ucraïna
: capital-país-2,Funafuti,Tuvalu,Kigali,Ruanda
: capital-país-2,Funafuti,Tuvalu,Lusaka,Zàmbia
: capital-país-2,Funafuti,Tuvalu,Abuja,Nigèria
: capital-país-2,Funafuti,Tuvalu,Bixkek,Kirguizistan
: capital-país-2,Funafuti,Tuvalu,Dhaka,Bangladesh
: capital-país-2,Funafuti,Tuvalu,Kampala,Uganda
: capital-país-2,Funafuti,Tuvalu,Khartum,Sudan
: capital-país-2,Funafuti,Tuvalu,Libreville,Gabon
: capital-país-2,Funafuti,Tuvalu,Georgetown,Guyana
: capital-país-2,Gaborone,Botswana,Zagreb,Croàcia
: capital-país-2,Gaborone,Botswana,Alger,Algèria
: capital-país-2,Gaborone,Botswana,Amman,Jordània
: capital-país-2,Gaborone,Botswana,Ankara,Turquia
: capital-país-2,Gaborone,Botswana,Atenes,Grècia
: capital-país-2,Gaborone,Botswana,Bagdad,Iraq
: capital-país-2,Gaborone,Botswana,Bakú,Azerbaidjan
: capital-país-2,Gaborone,Botswana,Bamako,Mali
: capital-país-2,Gaborone,Botswana,Bangkok,Tailàndia
: capital-país-2,Gaborone,Botswana,Pequín,Xina
: capital-país-2,Gaborone,Botswana,Beirut,Líban
: capital-país-2,Gaborone,Botswana,Belgrad,Sèrbia
: capital-país-2,Gaborone,Botswana,Berlín,Alemanya
: capital-país-2,Gaborone,Botswana,Berna,Suïssa
: capital-país-2,Gaborone,Botswana,Bratislava,Eslovàquia
: capital-país-2,Gaborone,Botswana,Bucarest,Romania
: capital-país-2,Gaborone,Botswana,Budapest,Hongria
: capital-país-2,Gaborone,Botswana,Caire,Egipte
: capital-país-2,Gaborone,Botswana,Canberra,Austràlia
: capital-país-2,Gaborone,Botswana,Caracas,Veneçuela
: capital-país-2,Gaborone,Botswana,Conakry,Guinea
: capital-país-2,Gaborone,Botswana,Copenhaguen,Dinamarca
: capital-país-2,Gaborone,Botswana,Dakar,Senegal
: capital-país-2,Gaborone,Botswana,Damasc,Síria
: capital-país-2,Gaborone,Botswana,Doha,Qatar
: capital-país-2,Gaborone,Botswana,Dublín,Irlanda
: capital-país-2,Gaborone,Botswana,Hanoi,Vietnam
: capital-país-2,Gaborone,Botswana,Havana,Cuba
: capital-país-2,Gaborone,Botswana,Hèlsinki,Finlàndia
: capital-país-2,Gaborone,Botswana,Islamabad,Pakistan
: capital-país-2,Gaborone,Botswana,Jakarta,Indonèsia
: capital-país-2,Gaborone,Botswana,Kabul,Afganistan
: capital-país-2,Gaborone,Botswana,Katmandú,Nepal
: capital-país-2,Gaborone,Botswana,Kingston,Jamaica
: capital-país-2,Gaborone,Botswana,Lima,Perú
: capital-país-2,Gaborone,Botswana,Lisboa,Portugal
: capital-país-2,Gaborone,Botswana,Ljubljana,Eslovènia
: capital-país-2,Gaborone,Botswana,Londres,Anglaterra
: capital-país-2,Gaborone,Botswana,Luanda,Angola
: capital-país-2,Gaborone,Botswana,Brussel·les,Bèlgica
: capital-país-2,Gaborone,Botswana,Accra,Ghana
: capital-país-2,Gaborone,Botswana,Antananarivo,Madagascar
: capital-país-2,Gaborone,Botswana,Àpia,Samoa
: capital-país-2,Gaborone,Botswana,Asmara,Eritrea
: capital-país-2,Gaborone,Botswana,Astanà,Kazakhstan
: capital-país-2,Gaborone,Botswana,Banjul,Gàmbia
: capital-país-2,Gaborone,Botswana,Bujumbura,Burundi
: capital-país-2,Gaborone,Botswana,Dushanbe,Tadjikistan
: capital-país-2,Gaborone,Botswana,Funafuti,Tuvalu
: capital-país-2,Gaborone,Botswana,Harare,Zimbàbue
: capital-país-2,Gaborone,Botswana,Kíiv,Ucraïna
: capital-país-2,Gaborone,Botswana,Kigali,Ruanda
: capital-país-2,Gaborone,Botswana,Lusaka,Zàmbia
: capital-país-2,Gaborone,Botswana,Abuja,Nigèria
: capital-país-2,Gaborone,Botswana,Bixkek,Kirguizistan
: capital-país-2,Gaborone,Botswana,Dhaka,Bangladesh
: capital-país-2,Gaborone,Botswana,Kampala,Uganda
: capital-país-2,Gaborone,Botswana,Khartum,Sudan
: capital-país-2,Gaborone,Botswana,Libreville,Gabon
: capital-país-2,Gaborone,Botswana,Georgetown,Guyana
: capital-país-2,Harare,Zimbàbue,Zagreb,Croàcia
: capital-país-2,Harare,Zimbàbue,Alger,Algèria
: capital-país-2,Harare,Zimbàbue,Amman,Jordània
: capital-país-2,Harare,Zimbàbue,Ankara,Turquia
: capital-país-2,Harare,Zimbàbue,Atenes,Grècia
: capital-país-2,Harare,Zimbàbue,Bagdad,Iraq
: capital-país-2,Harare,Zimbàbue,Bakú,Azerbaidjan
: capital-país-2,Harare,Zimbàbue,Bamako,Mali
: capital-país-2,Harare,Zimbàbue,Bangkok,Tailàndia
: capital-país-2,Harare,Zimbàbue,Pequín,Xina
: capital-país-2,Harare,Zimbàbue,Beirut,Líban
: capital-país-2,Harare,Zimbàbue,Belgrad,Sèrbia
: capital-país-2,Harare,Zimbàbue,Berlín,Alemanya
: capital-país-2,Harare,Zimbàbue,Berna,Suïssa
: capital-país-2,Harare,Zimbàbue,Bratislava,Eslovàquia
: capital-país-2,Harare,Zimbàbue,Bucarest,Romania
: capital-país-2,Harare,Zimbàbue,Budapest,Hongria
: capital-país-2,Harare,Zimbàbue,Caire,Egipte
: capital-país-2,Harare,Zimbàbue,Canberra,Austràlia
: capital-país-2,Harare,Zimbàbue,Caracas,Veneçuela
: capital-país-2,Harare,Zimbàbue,Conakry,Guinea
: capital-país-2,Harare,Zimbàbue,Copenhaguen,Dinamarca
: capital-país-2,Harare,Zimbàbue,Dakar,Senegal
: capital-país-2,Harare,Zimbàbue,Damasc,Síria
: capital-país-2,Harare,Zimbàbue,Doha,Qatar
: capital-país-2,Harare,Zimbàbue,Dublín,Irlanda
: capital-país-2,Harare,Zimbàbue,Hanoi,Vietnam
: capital-país-2,Harare,Zimbàbue,Havana,Cuba
: capital-país-2,Harare,Zimbàbue,Hèlsinki,Finlàndia
: capital-país-2,Harare,Zimbàbue,Islamabad,Pakistan
: capital-país-2,Harare,Zimbàbue,Jakarta,Indonèsia
: capital-país-2,Harare,Zimbàbue,Kabul,Afganistan
: capital-país-2,Harare,Zimbàbue,Katmandú,Nepal
: capital-país-2,Harare,Zimbàbue,Kingston,Jamaica
: capital-país-2,Harare,Zimbàbue,Lima,Perú
: capital-país-2,Harare,Zimbàbue,Lisboa,Portugal
: capital-país-2,Harare,Zimbàbue,Ljubljana,Eslovènia
: capital-país-2,Harare,Zimbàbue,Londres,Anglaterra
: capital-país-2,Harare,Zimbàbue,Luanda,Angola
: capital-país-2,Harare,Zimbàbue,Brussel·les,Bèlgica
: capital-país-2,Harare,Zimbàbue,Accra,Ghana
: capital-país-2,Harare,Zimbàbue,Antananarivo,Madagascar
: capital-país-2,Harare,Zimbàbue,Àpia,Samoa
: capital-país-2,Harare,Zimbàbue,Asmara,Eritrea
: capital-país-2,Harare,Zimbàbue,Astanà,Kazakhstan
: capital-país-2,Harare,Zimbàbue,Banjul,Gàmbia
: capital-país-2,Harare,Zimbàbue,Bujumbura,Burundi
: capital-país-2,Harare,Zimbàbue,Dushanbe,Tadjikistan
: capital-país-2,Harare,Zimbàbue,Funafuti,Tuvalu
: capital-país-2,Harare,Zimbàbue,Gaborone,Botswana
: capital-país-2,Harare,Zimbàbue,Kíiv,Ucraïna
: capital-país-2,Harare,Zimbàbue,Kigali,Ruanda
: capital-país-2,Harare,Zimbàbue,Lusaka,Zàmbia
: capital-país-2,Harare,Zimbàbue,Abuja,Nigèria
: capital-país-2,Harare,Zimbàbue,Bixkek,Kirguizistan
: capital-país-2,Harare,Zimbàbue,Dhaka,Bangladesh
: capital-país-2,Harare,Zimbàbue,Kampala,Uganda
: capital-país-2,Harare,Zimbàbue,Khartum,Sudan
: capital-país-2,Harare,Zimbàbue,Libreville,Gabon
: capital-país-2,Harare,Zimbàbue,Georgetown,Guyana
: capital-país-2,Kíiv,Ucraïna,Zagreb,Croàcia
: capital-país-2,Kíiv,Ucraïna,Alger,Algèria
: capital-país-2,Kíiv,Ucraïna,Amman,Jordània
: capital-país-2,Kíiv,Ucraïna,Ankara,Turquia
: capital-país-2,Kíiv,Ucraïna,Atenes,Grècia
: capital-país-2,Kíiv,Ucraïna,Bagdad,Iraq
: capital-país-2,Kíiv,Ucraïna,Bakú,Azerbaidjan
: capital-país-2,Kíiv,Ucraïna,Bamako,Mali
: capital-país-2,Kíiv,Ucraïna,Bangkok,Tailàndia
: capital-país-2,Kíiv,Ucraïna,Pequín,Xina
: capital-país-2,Kíiv,Ucraïna,Beirut,Líban
: capital-país-2,Kíiv,Ucraïna,Belgrad,Sèrbia
: capital-país-2,Kíiv,Ucraïna,Berlín,Alemanya
: capital-país-2,Kíiv,Ucraïna,Berna,Suïssa
: capital-país-2,Kíiv,Ucraïna,Bratislava,Eslovàquia
: capital-país-2,Kíiv,Ucraïna,Bucarest,Romania
: capital-país-2,Kíiv,Ucraïna,Budapest,Hongria
: capital-país-2,Kíiv,Ucraïna,Caire,Egipte
: capital-país-2,Kíiv,Ucraïna,Canberra,Austràlia
: capital-país-2,Kíiv,Ucraïna,Caracas,Veneçuela
: capital-país-2,Kíiv,Ucraïna,Conakry,Guinea
: capital-país-2,Kíiv,Ucraïna,Copenhaguen,Dinamarca
: capital-país-2,Kíiv,Ucraïna,Dakar,Senegal
: capital-país-2,Kíiv,Ucraïna,Damasc,Síria
: capital-país-2,Kíiv,Ucraïna,Doha,Qatar
: capital-país-2,Kíiv,Ucraïna,Dublín,Irlanda
: capital-país-2,Kíiv,Ucraïna,Hanoi,Vietnam
: capital-país-2,Kíiv,Ucraïna,Havana,Cuba
: capital-país-2,Kíiv,Ucraïna,Hèlsinki,Finlàndia
: capital-país-2,Kíiv,Ucraïna,Islamabad,Pakistan
: capital-país-2,Kíiv,Ucraïna,Jakarta,Indonèsia
: capital-país-2,Kíiv,Ucraïna,Kabul,Afganistan
: capital-país-2,Kíiv,Ucraïna,Katmandú,Nepal
: capital-país-2,Kíiv,Ucraïna,Kingston,Jamaica
: capital-país-2,Kíiv,Ucraïna,Lima,Perú
: capital-país-2,Kíiv,Ucraïna,Lisboa,Portugal
: capital-país-2,Kíiv,Ucraïna,Ljubljana,Eslovènia
: capital-país-2,Kíiv,Ucraïna,Londres,Anglaterra
: capital-país-2,Kíiv,Ucraïna,Luanda,Angola
: capital-país-2,Kíiv,Ucraïna,Brussel·les,Bèlgica
: capital-país-2,Kíiv,Ucraïna,Accra,Ghana
: capital-país-2,Kíiv,Ucraïna,Antananarivo,Madagascar
: capital-país-2,Kíiv,Ucraïna,Àpia,Samoa
: capital-país-2,Kíiv,Ucraïna,Asmara,Eritrea
: capital-país-2,Kíiv,Ucraïna,Astanà,Kazakhstan
: capital-país-2,Kíiv,Ucraïna,Banjul,Gàmbia
: capital-país-2,Kíiv,Ucraïna,Bujumbura,Burundi
: capital-país-2,Kíiv,Ucraïna,Dushanbe,Tadjikistan
: capital-país-2,Kíiv,Ucraïna,Funafuti,Tuvalu
: capital-país-2,Kíiv,Ucraïna,Gaborone,Botswana
: capital-país-2,Kíiv,Ucraïna,Harare,Zimbàbue
: capital-país-2,Kíiv,Ucraïna,Kigali,Ruanda
: capital-país-2,Kíiv,Ucraïna,Lusaka,Zàmbia
: capital-país-2,Kíiv,Ucraïna,Abuja,Nigèria
: capital-país-2,Kíiv,Ucraïna,Bixkek,Kirguizistan
: capital-país-2,Kíiv,Ucraïna,Dhaka,Bangladesh
: capital-país-2,Kíiv,Ucraïna,Kampala,Uganda
: capital-país-2,Kíiv,Ucraïna,Khartum,Sudan
: capital-país-2,Kíiv,Ucraïna,Libreville,Gabon
: capital-país-2,Kíiv,Ucraïna,Georgetown,Guyana
: capital-país-2,Kigali,Ruanda,Zagreb,Croàcia
: capital-país-2,Kigali,Ruanda,Alger,Algèria
: capital-país-2,Kigali,Ruanda,Amman,Jordània
: capital-país-2,Kigali,Ruanda,Ankara,Turquia
: capital-país-2,Kigali,Ruanda,Atenes,Grècia
: capital-país-2,Kigali,Ruanda,Bagdad,Iraq
: capital-país-2,Kigali,Ruanda,Bakú,Azerbaidjan
: capital-país-2,Kigali,Ruanda,Bamako,Mali
: capital-país-2,Kigali,Ruanda,Bangkok,Tailàndia
: capital-país-2,Kigali,Ruanda,Pequín,Xina
: capital-país-2,Kigali,Ruanda,Beirut,Líban
: capital-país-2,Kigali,Ruanda,Belgrad,Sèrbia
: capital-país-2,Kigali,Ruanda,Berlín,Alemanya
: capital-país-2,Kigali,Ruanda,Berna,Suïssa
: capital-país-2,Kigali,Ruanda,Bratislava,Eslovàquia
: capital-país-2,Kigali,Ruanda,Bucarest,Romania
: capital-país-2,Kigali,Ruanda,Budapest,Hongria
: capital-país-2,Kigali,Ruanda,Caire,Egipte
: capital-país-2,Kigali,Ruanda,Canberra,Austràlia
: capital-país-2,Kigali,Ruanda,Caracas,Veneçuela
: capital-país-2,Kigali,Ruanda,Conakry,Guinea
: capital-país-2,Kigali,Ruanda,Copenhaguen,Dinamarca
: capital-país-2,Kigali,Ruanda,Dakar,Senegal
: capital-país-2,Kigali,Ruanda,Damasc,Síria
: capital-país-2,Kigali,Ruanda,Doha,Qatar
: capital-país-2,Kigali,Ruanda,Dublín,Irlanda
: capital-país-2,Kigali,Ruanda,Hanoi,Vietnam
: capital-país-2,Kigali,Ruanda,Havana,Cuba
: capital-país-2,Kigali,Ruanda,Hèlsinki,Finlàndia
: capital-país-2,Kigali,Ruanda,Islamabad,Pakistan
: capital-país-2,Kigali,Ruanda,Jakarta,Indonèsia
: capital-país-2,Kigali,Ruanda,Kabul,Afganistan
: capital-país-2,Kigali,Ruanda,Katmandú,Nepal
: capital-país-2,Kigali,Ruanda,Kingston,Jamaica
: capital-país-2,Kigali,Ruanda,Lima,Perú
: capital-país-2,Kigali,Ruanda,Lisboa,Portugal
: capital-país-2,Kigali,Ruanda,Ljubljana,Eslovènia
: capital-país-2,Kigali,Ruanda,Londres,Anglaterra
: capital-país-2,Kigali,Ruanda,Luanda,Angola
: capital-país-2,Kigali,Ruanda,Brussel·les,Bèlgica
: capital-país-2,Kigali,Ruanda,Accra,Ghana
: capital-país-2,Kigali,Ruanda,Antananarivo,Madagascar
: capital-país-2,Kigali,Ruanda,Àpia,Samoa
: capital-país-2,Kigali,Ruanda,Asmara,Eritrea
: capital-país-2,Kigali,Ruanda,Astanà,Kazakhstan
: capital-país-2,Kigali,Ruanda,Banjul,Gàmbia
: capital-país-2,Kigali,Ruanda,Bujumbura,Burundi
: capital-país-2,Kigali,Ruanda,Dushanbe,Tadjikistan
: capital-país-2,Kigali,Ruanda,Funafuti,Tuvalu
: capital-país-2,Kigali,Ruanda,Gaborone,Botswana
: capital-país-2,Kigali,Ruanda,Harare,Zimbàbue
: capital-país-2,Kigali,Ruanda,Kíiv,Ucraïna
: capital-país-2,Kigali,Ruanda,Lusaka,Zàmbia
: capital-país-2,Kigali,Ruanda,Abuja,Nigèria
: capital-país-2,Kigali,Ruanda,Bixkek,Kirguizistan
: capital-país-2,Kigali,Ruanda,Dhaka,Bangladesh
: capital-país-2,Kigali,Ruanda,Kampala,Uganda
: capital-país-2,Kigali,Ruanda,Khartum,Sudan
: capital-país-2,Kigali,Ruanda,Libreville,Gabon
: capital-país-2,Kigali,Ruanda,Georgetown,Guyana
: capital-país-2,Lusaka,Zàmbia,Zagreb,Croàcia
: capital-país-2,Lusaka,Zàmbia,Alger,Algèria
: capital-país-2,Lusaka,Zàmbia,Amman,Jordània
: capital-país-2,Lusaka,Zàmbia,Ankara,Turquia
: capital-país-2,Lusaka,Zàmbia,Atenes,Grècia
: capital-país-2,Lusaka,Zàmbia,Bagdad,Iraq
: capital-país-2,Lusaka,Zàmbia,Bakú,Azerbaidjan
: capital-país-2,Lusaka,Zàmbia,Bamako,Mali
: capital-país-2,Lusaka,Zàmbia,Bangkok,Tailàndia
: capital-país-2,Lusaka,Zàmbia,Pequín,Xina
: capital-país-2,Lusaka,Zàmbia,Beirut,Líban
: capital-país-2,Lusaka,Zàmbia,Belgrad,Sèrbia
: capital-país-2,Lusaka,Zàmbia,Berlín,Alemanya
: capital-país-2,Lusaka,Zàmbia,Berna,Suïssa
: capital-país-2,Lusaka,Zàmbia,Bratislava,Eslovàquia
: capital-país-2,Lusaka,Zàmbia,Bucarest,Romania
: capital-país-2,Lusaka,Zàmbia,Budapest,Hongria
: capital-país-2,Lusaka,Zàmbia,Caire,Egipte
: capital-país-2,Lusaka,Zàmbia,Canberra,Austràlia
: capital-país-2,Lusaka,Zàmbia,Caracas,Veneçuela
: capital-país-2,Lusaka,Zàmbia,Conakry,Guinea
: capital-país-2,Lusaka,Zàmbia,Copenhaguen,Dinamarca
: capital-país-2,Lusaka,Zàmbia,Dakar,Senegal
: capital-país-2,Lusaka,Zàmbia,Damasc,Síria
: capital-país-2,Lusaka,Zàmbia,Doha,Qatar
: capital-país-2,Lusaka,Zàmbia,Dublín,Irlanda
: capital-país-2,Lusaka,Zàmbia,Hanoi,Vietnam
: capital-país-2,Lusaka,Zàmbia,Havana,Cuba
: capital-país-2,Lusaka,Zàmbia,Hèlsinki,Finlàndia
: capital-país-2,Lusaka,Zàmbia,Islamabad,Pakistan
: capital-país-2,Lusaka,Zàmbia,Jakarta,Indonèsia
: capital-país-2,Lusaka,Zàmbia,Kabul,Afganistan
: capital-país-2,Lusaka,Zàmbia,Katmandú,Nepal
: capital-país-2,Lusaka,Zàmbia,Kingston,Jamaica
: capital-país-2,Lusaka,Zàmbia,Lima,Perú
: capital-país-2,Lusaka,Zàmbia,Lisboa,Portugal
: capital-país-2,Lusaka,Zàmbia,Ljubljana,Eslovènia
: capital-país-2,Lusaka,Zàmbia,Londres,Anglaterra
: capital-país-2,Lusaka,Zàmbia,Luanda,Angola
: capital-país-2,Lusaka,Zàmbia,Brussel·les,Bèlgica
: capital-país-2,Lusaka,Zàmbia,Accra,Ghana
: capital-país-2,Lusaka,Zàmbia,Antananarivo,Madagascar
: capital-país-2,Lusaka,Zàmbia,Àpia,Samoa
: capital-país-2,Lusaka,Zàmbia,Asmara,Eritrea
: capital-país-2,Lusaka,Zàmbia,Astanà,Kazakhstan
: capital-país-2,Lusaka,Zàmbia,Banjul,Gàmbia
: capital-país-2,Lusaka,Zàmbia,Bujumbura,Burundi
: capital-país-2,Lusaka,Zàmbia,Dushanbe,Tadjikistan
: capital-país-2,Lusaka,Zàmbia,Funafuti,Tuvalu
: capital-país-2,Lusaka,Zàmbia,Gaborone,Botswana
: capital-país-2,Lusaka,Zàmbia,Harare,Zimbàbue
: capital-país-2,Lusaka,Zàmbia,Kíiv,Ucraïna
: capital-país-2,Lusaka,Zàmbia,Kigali,Ruanda
: capital-país-2,Lusaka,Zàmbia,Abuja,Nigèria
: capital-país-2,Lusaka,Zàmbia,Bixkek,Kirguizistan
: capital-país-2,Lusaka,Zàmbia,Dhaka,Bangladesh
: capital-país-2,Lusaka,Zàmbia,Kampala,Uganda
: capital-país-2,Lusaka,Zàmbia,Khartum,Sudan
: capital-país-2,Lusaka,Zàmbia,Libreville,Gabon
: capital-país-2,Lusaka,Zàmbia,Georgetown,Guyana
: capital-país-2,Abuja,Nigèria,Zagreb,Croàcia
: capital-país-2,Abuja,Nigèria,Alger,Algèria
: capital-país-2,Abuja,Nigèria,Amman,Jordània
: capital-país-2,Abuja,Nigèria,Ankara,Turquia
: capital-país-2,Abuja,Nigèria,Atenes,Grècia
: capital-país-2,Abuja,Nigèria,Bagdad,Iraq
: capital-país-2,Abuja,Nigèria,Bakú,Azerbaidjan
: capital-país-2,Abuja,Nigèria,Bamako,Mali
: capital-país-2,Abuja,Nigèria,Bangkok,Tailàndia
: capital-país-2,Abuja,Nigèria,Pequín,Xina
: capital-país-2,Abuja,Nigèria,Beirut,Líban
: capital-país-2,Abuja,Nigèria,Belgrad,Sèrbia
: capital-país-2,Abuja,Nigèria,Berlín,Alemanya
: capital-país-2,Abuja,Nigèria,Berna,Suïssa
: capital-país-2,Abuja,Nigèria,Bratislava,Eslovàquia
: capital-país-2,Abuja,Nigèria,Bucarest,Romania
: capital-país-2,Abuja,Nigèria,Budapest,Hongria
: capital-país-2,Abuja,Nigèria,Caire,Egipte
: capital-país-2,Abuja,Nigèria,Canberra,Austràlia
: capital-país-2,Abuja,Nigèria,Caracas,Veneçuela
: capital-país-2,Abuja,Nigèria,Conakry,Guinea
: capital-país-2,Abuja,Nigèria,Copenhaguen,Dinamarca
: capital-país-2,Abuja,Nigèria,Dakar,Senegal
: capital-país-2,Abuja,Nigèria,Damasc,Síria
: capital-país-2,Abuja,Nigèria,Doha,Qatar
: capital-país-2,Abuja,Nigèria,Dublín,Irlanda
: capital-país-2,Abuja,Nigèria,Hanoi,Vietnam
: capital-país-2,Abuja,Nigèria,Havana,Cuba
: capital-país-2,Abuja,Nigèria,Hèlsinki,Finlàndia
: capital-país-2,Abuja,Nigèria,Islamabad,Pakistan
: capital-país-2,Abuja,Nigèria,Jakarta,Indonèsia
: capital-país-2,Abuja,Nigèria,Kabul,Afganistan
: capital-país-2,Abuja,Nigèria,Katmandú,Nepal
: capital-país-2,Abuja,Nigèria,Kingston,Jamaica
: capital-país-2,Abuja,Nigèria,Lima,Perú
: capital-país-2,Abuja,Nigèria,Lisboa,Portugal
: capital-país-2,Abuja,Nigèria,Ljubljana,Eslovènia
: capital-país-2,Abuja,Nigèria,Londres,Anglaterra
: capital-país-2,Abuja,Nigèria,Luanda,Angola
: capital-país-2,Abuja,Nigèria,Brussel·les,Bèlgica
: capital-país-2,Abuja,Nigèria,Accra,Ghana
: capital-país-2,Abuja,Nigèria,Antananarivo,Madagascar
: capital-país-2,Abuja,Nigèria,Àpia,Samoa
: capital-país-2,Abuja,Nigèria,Asmara,Eritrea
: capital-país-2,Abuja,Nigèria,Astanà,Kazakhstan
: capital-país-2,Abuja,Nigèria,Banjul,Gàmbia
: capital-país-2,Abuja,Nigèria,Bujumbura,Burundi
: capital-país-2,Abuja,Nigèria,Dushanbe,Tadjikistan
: capital-país-2,Abuja,Nigèria,Funafuti,Tuvalu
: capital-país-2,Abuja,Nigèria,Gaborone,Botswana
: capital-país-2,Abuja,Nigèria,Harare,Zimbàbue
: capital-país-2,Abuja,Nigèria,Kíiv,Ucraïna
: capital-país-2,Abuja,Nigèria,Kigali,Ruanda
: capital-país-2,Abuja,Nigèria,Lusaka,Zàmbia
: capital-país-2,Abuja,Nigèria,Bixkek,Kirguizistan
: capital-país-2,Abuja,Nigèria,Dhaka,Bangladesh
: capital-país-2,Abuja,Nigèria,Kampala,Uganda
: capital-país-2,Abuja,Nigèria,Khartum,Sudan
: capital-país-2,Abuja,Nigèria,Libreville,Gabon
: capital-país-2,Abuja,Nigèria,Georgetown,Guyana
: capital-país-2,Bixkek,Kirguizistan,Zagreb,Croàcia
: capital-país-2,Bixkek,Kirguizistan,Alger,Algèria
: capital-país-2,Bixkek,Kirguizistan,Amman,Jordània
: capital-país-2,Bixkek,Kirguizistan,Ankara,Turquia
: capital-país-2,Bixkek,Kirguizistan,Atenes,Grècia
: capital-país-2,Bixkek,Kirguizistan,Bagdad,Iraq
: capital-país-2,Bixkek,Kirguizistan,Bakú,Azerbaidjan
: capital-país-2,Bixkek,Kirguizistan,Bamako,Mali
: capital-país-2,Bixkek,Kirguizistan,Bangkok,Tailàndia
: capital-país-2,Bixkek,Kirguizistan,Pequín,Xina
: capital-país-2,Bixkek,Kirguizistan,Beirut,Líban
: capital-país-2,Bixkek,Kirguizistan,Belgrad,Sèrbia
: capital-país-2,Bixkek,Kirguizistan,Berlín,Alemanya
: capital-país-2,Bixkek,Kirguizistan,Berna,Suïssa
: capital-país-2,Bixkek,Kirguizistan,Bratislava,Eslovàquia
: capital-país-2,Bixkek,Kirguizistan,Bucarest,Romania
: capital-país-2,Bixkek,Kirguizistan,Budapest,Hongria
: capital-país-2,Bixkek,Kirguizistan,Caire,Egipte
: capital-país-2,Bixkek,Kirguizistan,Canberra,Austràlia
: capital-país-2,Bixkek,Kirguizistan,Caracas,Veneçuela
: capital-país-2,Bixkek,Kirguizistan,Conakry,Guinea
: capital-país-2,Bixkek,Kirguizistan,Copenhaguen,Dinamarca
: capital-país-2,Bixkek,Kirguizistan,Dakar,Senegal
: capital-país-2,Bixkek,Kirguizistan,Damasc,Síria
: capital-país-2,Bixkek,Kirguizistan,Doha,Qatar
: capital-país-2,Bixkek,Kirguizistan,Dublín,Irlanda
: capital-país-2,Bixkek,Kirguizistan,Hanoi,Vietnam
: capital-país-2,Bixkek,Kirguizistan,Havana,Cuba
: capital-país-2,Bixkek,Kirguizistan,Hèlsinki,Finlàndia
: capital-país-2,Bixkek,Kirguizistan,Islamabad,Pakistan
: capital-país-2,Bixkek,Kirguizistan,Jakarta,Indonèsia
: capital-país-2,Bixkek,Kirguizistan,Kabul,Afganistan
: capital-país-2,Bixkek,Kirguizistan,Katmandú,Nepal
: capital-país-2,Bixkek,Kirguizistan,Kingston,Jamaica
: capital-país-2,Bixkek,Kirguizistan,Lima,Perú
: capital-país-2,Bixkek,Kirguizistan,Lisboa,Portugal
: capital-país-2,Bixkek,Kirguizistan,Ljubljana,Eslovènia
: capital-país-2,Bixkek,Kirguizistan,Londres,Anglaterra
: capital-país-2,Bixkek,Kirguizistan,Luanda,Angola
: capital-país-2,Bixkek,Kirguizistan,Brussel·les,Bèlgica
: capital-país-2,Bixkek,Kirguizistan,Accra,Ghana
: capital-país-2,Bixkek,Kirguizistan,Antananarivo,Madagascar
: capital-país-2,Bixkek,Kirguizistan,Àpia,Samoa
: capital-país-2,Bixkek,Kirguizistan,Asmara,Eritrea
: capital-país-2,Bixkek,Kirguizistan,Astanà,Kazakhstan
: capital-país-2,Bixkek,Kirguizistan,Banjul,Gàmbia
: capital-país-2,Bixkek,Kirguizistan,Bujumbura,Burundi
: capital-país-2,Bixkek,Kirguizistan,Dushanbe,Tadjikistan
: capital-país-2,Bixkek,Kirguizistan,Funafuti,Tuvalu
: capital-país-2,Bixkek,Kirguizistan,Gaborone,Botswana
: capital-país-2,Bixkek,Kirguizistan,Harare,Zimbàbue
: capital-país-2,Bixkek,Kirguizistan,Kíiv,Ucraïna
: capital-país-2,Bixkek,Kirguizistan,Kigali,Ruanda
: capital-país-2,Bixkek,Kirguizistan,Lusaka,Zàmbia
: capital-país-2,Bixkek,Kirguizistan,Abuja,Nigèria
: capital-país-2,Bixkek,Kirguizistan,Dhaka,Bangladesh
: capital-país-2,Bixkek,Kirguizistan,Kampala,Uganda
: capital-país-2,Bixkek,Kirguizistan,Khartum,Sudan
: capital-país-2,Bixkek,Kirguizistan,Libreville,Gabon
: capital-país-2,Bixkek,Kirguizistan,Georgetown,Guyana
: capital-país-2,Dhaka,Bangladesh,Zagreb,Croàcia
: capital-país-2,Dhaka,Bangladesh,Alger,Algèria
: capital-país-2,Dhaka,Bangladesh,Amman,Jordània
: capital-país-2,Dhaka,Bangladesh,Ankara,Turquia
: capital-país-2,Dhaka,Bangladesh,Atenes,Grècia
: capital-país-2,Dhaka,Bangladesh,Bagdad,Iraq
